County,Precinct,First Expression,Final Expression,SDE
,Portland - Owen - Dougherty,0,0,0
,Lime Creek / Mason N Twps,0,0,0
,Lake / Lincoln Twps Pct,1,1,0
,Mt Vernon - Pl Valley Twps,2,0,0
,Total,15,1,0
Cherokee,#1 Aurelia,2,0,0
,#3 Quimby,4,4,0.1091
,#5 Cherokee Ward 1,0,0,0
,Total,6,4,0.1091
Chickasaw,New Hampton Rural,2,0,0
,Washington 1 Township,0,0,0
,Jacksonville-Utica,0,0,0
,Chickasaw,0,0,0
,Bradford,1,0,0
,Dresden-Fredericksburg,3,0,0
,Stapleton,0,0,0
,Deerfield-Washington 2,5,6,0.1400
,City of New Hampton Ward One,1,0,0
,City of New Hampton Ward Two,4,4,0.0700
,Total,16,10,0.2100
Clarke,Woodburn Precinct,0,0,0
,Middle Precinct,1,0,0
,Osceola 1st Ward Precinct,0,0,0
,North East Precinct,0,0,0
,Osceola 3rd Ward Precinct,5,0,0
,Osceola 2nd Ward Precinct,0,0,0
,Total,6,0,0
Clay,Spencer Ward 3,0,0,0
,Spencer Ward 5,0,0,0
,Spencer Ward 4,1,0,0
,Lincoln-Clay,0,0,0
,Spencer Ward 1,1,0,0
,Spencer Ward 2,0,0,0
,Garfield-Herdland,0,0,0
,Logan-Gillett Grove,0,0,0
,Summit-Riverton-Sioux-Meadow,0,0,0
,Total,2,0,0
Clayton,BUENA VISTA,0,0,0
,COX CREEK-SPERRY,1,0,0
,READ,0,0,0
,LODOMILLO,0,0,0
,BOARDMAN-HIGHLAND,3,0,0
,MENDON,2,0,0
,JEFFERSON-MILLVILLE,7,0,0
,CASS,0,0,0
,ELK-MALLORY-VOLGA,0,0,0
,GIARD-LUANA-MONONA,2,0,0
,FARMERSBURG-WAGNER,4,0,0
,Total,19,0,0
Clinton,ORANGE GRAND MOUND,2,0,0
,SPRING ROCK WHEATLAND,0,0,0
,CLINTON 4-2,2,0,0
,CLINTON 3-2,0,0,0
,WELTON WASHINGTON WELTON,3,0,0
,CLINTON 1-2,0,0,0
,CENTER TWP,2,5,0
,CLINTON 2-2,9,0,0
,CLINTON 3-1,6,0,0
,LIBERTY TORONTO,3,3,0
,WATERFORD CHARLOTTE,1,1,0
,SHARON LOST NATION,0,0,0
,LOW MOOR,0,0,0
,EDEN CAMANCHE TWP,0,0,0
,OLIVE GRANT CALAMUS,1,0,0
,DEEP CREEK GOOSE LAKE,1,0,0
,BLOOMFIELD BROOKFIELD DEL,0,0,0
,CLINTON 1-1,0,0,0
,CLINTON 4-1,2,0,0
,CAMANCHE 2,3,0,0
,CLINTON 2-1,5,0,0
,DEWITT 1,0,0,0
,CAMANCHE 1,5,0,0
,DEWITT 2,2,0,0
,Total,47,9,0
Crawford,SRK,0,0,0
,Southeast,3,0,0
,Denison Ward 1,0,0,0
,Denison Ward 3-Goodrich Twp,0,0,0
,Northeast,1,0,0
,Total,4,0,0
Dallas,WEST DES MOINES 221,1,0,0
,WEST DES MOINES 225,1,0,0
,WEST DES MOINES 223,0,0,0
,CLIVE 5,0,0,0
,DESOTO,0,0,0
,WAUKEE 4,6,0,0
,SPRING VALLEY / DALLAS,0,0,0
,UNION,4,0,0
,WEST DES MOINES 224,0,0,0
,PERRY 2,3,0,0
,URBANDALE 15,5,0,0
,LINCOLN /WASHINGTON /LINN,4,4,0
,URBANDALE 14,1,0,0
,WAUKEE 5,0,0,0
,ADEL 1,0,0,0
,ADAMS,0,0,0
,BEAVER / DES MOINES,0,0,0
,URBANDALE 13,0,0,0
,ADEL 2,0,0,0
,WEST DES MOINES 222,2,0,0
,CLIVE 6,5,0,0
,WAUKEE 1,0,0,0
,WEST DES MOINES 226,0,0,0
,WEST DES MOINES 321,0,0,0
,PERRY 1,0,0,0
,VAN METER,0,0,0
,WAUKEE 6,7,0,0
,WAUKEE 3,0,0,0
,WAUKEE 2,6,0,0
,Total,45,4,0
Davis,Bloomfield Ward 1,1,0,0
,Bloomfield Ward 2,0,0,0
,Central,0,0,0
,Southwest,0,0,0
,Northwest,0,0,0
,Southeast,2,0,0
,Northeast,1,0,0
,Total,4,0,0
Decatur,GG/HP/WE/Garden Grove/LeRoy,0,0,0
,BL/FA/Lamoni,7,0,0
,FR/LC/Van Wert/Weldon,1,0,0
,GR/RL/Grand River,0,0,0
,BU/HA/MO/NB/Davis City/Pleasanton,0,0,0
,Total,8,0,0
Delaware,South Fork/Union,1,0,0
,Delaware,0,0,0
,Delhi/Delaware Corp,0,0,0
,Oneida/N Fork/Bremen,4,0,0
,Manchester Ward 2,7,0,0
,Manchester Ward 3,9,9,0.1500
,Milo/Prairie,0,0,0
,Colony,0,0,0
,Manchester Ward 1,0,0,0
,Adams/Hazel Green,3,0,0
,Total,24,9,0.1500
Des Moines,PCT PW,1,0,0
,PCT HJ,0,0,0
,PCT MY,0,0,0
,PCT FM,0,0,0
,PCT 9,6,0,0
,PCT 6,0,0,0
,PCT UNION,0,0,0
,PCT WB,0,0,0
,PCT 8,4,0,0
,PCT 2,7,0,0
,PCT 7,3,0,0
,PCT 4,2,0,0
,Total,23,0,0
Dickinson,Precinct No. 14,0,0,0
,Precinct No. 04,0,0,0
,Precinct No. 12,2,0,0
,Precinct No. 03,0,0,0
,Precinct No. 02,1,0,0
,Precinct No. 06,0,0,0
,Precinct No. 09,0,0,0
,Precinct No. 07,0,0,0
,Precinct No. 08,0,0,0
,Precinct No. 11,3,0,0
,Precinct No. 13,4,0,0
,Precinct No. 01,2,0,0
,Total,12,0,0
Dubuque,Dubuque_10,2,0,0
,Dubuque_01,0,0,0
,Dubuque_33,0,0,0
,Dubuque_04,9,0,0
,Dubuque_19,0,0,0
,Dubuque_11,0,0,0
,Dubuque_09a,0,0,0
,Dubuque_32,0,0,0
,Dubuque_16,0,0,0
,Dubuque_05,1,0,0
,Dubuque_12,2,0,0
,Dubuque_06,0,0,0
,Dubuque_08,14,0,0
,Dubuque_43,0,1,0
,Dubuque_17,0,0,0
,Dubuque_18,1,0,0
,Dubuque_13,0,0,0
,Dubuque_41,3,0,0
,Dubuque_35,4,0,0
,Dubuque_37,0,0,0
,Dubuque_42,0,0,0
,Dubuque_44,0,0,0
,Total,36,1,0
Emmet,Estherville Ward 3,0,0,0
,HL-TM-Wallingford,0,0,0
,EL-LN-Dolliver,0,0,0
,Estherville Ward 2,0,0,0
,AG-IL-Armstrong,4,4,0.1143
,Estherville Ward 5,0,0,0
,Estherville Ward 4,0,0,0
,Estherville Ward 1,7,7,0.1143
,Total,11,11,0.2286
Fayette,FAIRFIELD-PUTNAM TWP,3,3,0.1200
,ILLYRIA TWP,0,0,0
,BANKS-FREMONT TWP,1,0,0
,DOVER TWP,2,5,0.1200
,WEST UNION - WARD 1,0,0,0
,HARLAN TWP,0,0,0
,ORAN TWP,4,5,0.1200
,JEFFERSON TWP,0,0,0
,FAIRBANK INC,0,0,0
,WEST UNION - WARD 3,0,0,0
,SCOTT TWP,0,0,0
,WEST UNION - WARD 2,0,0,0
,EDEN TWP,0,0,0
,PLEASANT VALLEY TWP,0,0,0
,CLERMONT TWP,0,0,0
,OELWEIN - WARD 2,3,0,0
,WESTFIELD TWP,0,0,0
,OELWEIN - WARD 3,3,0,0
,OELWEIN - WARD 4,2,0,0
,Total,18,13,0.3600
Floyd,Floyd-Cedar-Niles,4,0,0
,St Charles-Riverton,0,0,0
,Scott-Union-Pleasant Grove,0,0,0
,Charles City Corp/CC2,0,0,0
,Rock Grove-Rudd,1,0,0
,Charles City Corp/CC1,0,0,0
,Charles City Corp/CC3,0,0,0
,Total,5,0,0
Franklin,RICHLAND/ ROSS/ WEST FORK,2,0,0
,OAKLAND/ MORGAN,0,0,0
,MARION,0,0,0
,WEST MOTT TOWNSHIP,2,0,0
,HAMILTON/ LEE/ REEVE,0,0,0
,HAMPTON 2,1,0,0
,GRANT/ OSCEOLA,0,0,0
,GENEVA/ INGHAM/ EAST MOTT,0,0,0
,HAMPTON 1,2,3,0.1111
,HAMPTON 3,0,0,0
,HAMPTON 4,0,0,0
,Total,7,3,0.1111
Fremont,Farragut,0,0,0
,Riverton,0,0,0
,Sidney,0,0,0
,Green Riverside Scott,0,0,0
,Total,0,0,0
Greene,West Precinct,5,5,0.1200
,Central Precinct,0,0,0
,North Precinct,2,0,0
,Jefferson 1 Precinct,0,0,0
,Jefferson 2 Precinct,2,0,0
,East Precinct,0,0,0
,Jefferson 3 Precinct,1,0,0
,Total,10,5,0.1200
Grundy,PRECINCT 3,0,0,0
,PRECINCT 1,2,0,0
,PRECINCT 6,6,0,0
,PRECINCT 2,0,0,0
,PRECINCT 4,3,0,0
,Total,11,0,0
Guthrie,Black,0,0,0
,Red,0,0,0
,Purple,0,0,0
,Blue,6,0,0
,Brown,0,0,0
,Green,2,0,0
,Total,8,0,0
Hamilton,PCT 1 CASS FREEDOM FREMONT INDEPENDENCE,0,0,0
,PCT 2 BLAIRSBURG LIBERTY WILLIAMS,0,0,0
,PCT 4 LYON ELLSWORTH,0,0,0
,Webster City 3,5,0,0
,Webster City 2,4,0,0
,Webster City 1,1,0,0
,PCT 3 CLEAR LAKE HAMILTON MARION WEBSTER,2,0,0
,PCT 5 LINCOLN ROSE GROVE SCOTT,0,0,0
,Total,12,0,0
Hancock,Precinct 04,0,0,0
,Precinct 02,0,0,0
,Precinct 08,0,0,0
,Precinct 03,0,0,0
,Precinct 06,0,0,0
,Precinct 10,0,0,0
,Precinct 07,2,0,0
,Precinct 09,0,0,0
,Precinct 01,0,0,0
,Total,2,0,0
Hardin,Eldora City,0,0,0
,Alden/Buckeye,0,0,0
,Etna/Clay,0,0,0
,Iowa Falls #1,0,0,0
,Concord/Sherman/Grant/Tip,8,0,0
,Eldora/Pleasant/Prov/Unio,3,0,0
,Hardin/Ellis/Jackson,0,0,0
,Total,11,0,0
Harrison,Precinct #08-Modale,0,0,0
,Precinct #01-Little Sioux,0,0,0
,Precinct #06-Boyer/Lincoln,0,0,0
,Precinct #05-Magnolia,0,0,0
,Precinct #13-Persia,0,0,0
,Precinct #03-Dunlap,0,0,0
,Precinct #11 - St. John,0,0,0
,Precinct #02-Pisgah,0,0,0
,Precinct #10 - Logan,1,0,0
,Precinct #04-Mondamin,0,0,0
,Total,1,0,0
Henry,Southwest Precinct,5,0,0
,Mt. Pleasant Ward 1,0,0,0
,Northeast Precinct,0,0,0
,Northwest Precinct,0,0,0
,Mt. Pleasant Ward 2,0,0,0
,Central Precinct,0,0,0
,Mt. Pleasant Ward 3,1,0,0
,Total,6,0,0
Howard,Albion/Forest City,0,0,0
,Cresco 2,0,0,0
,Afton/Howard/Paris,4,4,0.1429
,Jamestown/Oakdale,0,0,0
,Cresco 3,0,0,0
,Saratoga/Howard Ctr/Chest,0,0,0
,New Oregon,0,0,0
,Vernon Springs,0,0,0
,Total,4,4,0.1429
Humboldt,Humboldt 2-Beaver-South Norway,1,0,0
,Dakota City-Grove,0,0,0
,Delana-Wacousta-North Rutland,0,0,0
,Humboldt 3-South Rutland,3,0,0
,North Lake-East Vernon,0,0,0
,Humboldt 1-Corinth-South Weaver,1,0,0
,South Lake-North Norway,0,0,0
,Total,5,0,0
Ida,City of Holstein,1,0,0
,Ida Grove Ward 1,0,0,0
,Ida Grove Ward 3,0,0,0
,Ida Grove Ward 2,0,0,0
,City of Arthur,2,0,0
,City of Battle Creek & Grant Township,1,0,0
,Total,4,0,0
Iowa,English II,0,0,0
,Honey Creek/Marengo Rural,2,0,0
,Dayton/English I,0,0,0
,Lenox/Iowa,9,0,0
,Williamsburg,2,0,0
,Marengo City,2,0,0
,Fillmore/Greene,2,0,0
,Hilton/Washington,1,0,0
,Pilot/Troy/York,1,0,0
,Hartford I/Sumner,1,0,0
,Hartford II/Lincoln,0,0,0
,Total,20,0,0
Jackson,Jackson 01,0,0,0
,Jackson 02,0,0,0
,Jackson 08,4,7,0.1714
,Jackson 05,0,0,0
,Jackson 16,2,0,0
,Jackson 11,0,0,0
,Jackson 15,0,0,0
,Jackson 07,1,1,0
,Jackson 06,0,0,0
,Jackson 14,0,0,0
,Jackson 13,2,0,0
,Jackson 12,0,0,0
,Jackson 09,0,0,0
,Total,9,8,0.1714
Jasper,Newton 3-1,4,0,0
,Colfax Ward 1,4,6,0.1150
,Newton 2-2,2,0,0
,Newton 2-1,1,0,0
,Indep/Malaka/Mariposa,0,0,0
,Clear Creek/Poweshiek,0,0,0
,Newton 3-2,3,0,0
,Colfax Ward 3,0,0,0
,Palo Alto,0,0,0
,Mound Prairie/Washington,8,11,0.1150
,Fairview,0,0,0
,Newton 4-1,2,0,0
,Newton 1-2,5,0,0
,Newton 1-1,4,0,0
,Des Moines,0,0,0
,HG/K/RC/BV/RL,5,0,0
,Total,38,17,0.2300
Jefferson,Fairfield 1st Ward,0,0,0
,Fairfield 3rd Ward,0,0,0
,Blackhawk-Polk-Packwood,3,0,0
,Center-Cedar-Maharishi Vedic City,0,0,0
,Fairfield 4th Ward,2,0,0
,Fairfield 5th Ward,0,0,0
,Fairfield 2nd Ward,21,0,0
,Des Moines-Liberty-Libertyville,0,0,0
,Total,26,0,0
Johnson,IOWA CITY 21,10,0,0
,IOWA CITY 18,2,0,0
,GRAHAM TOWNSHIP,1,0,0
,HARDIN TOWNSHIP,0,0,0
,NEWPORT TOWNSHIP,8,0,0
,PENN/ EAST LUCAS NORTH,3,0,0
,UNION TOWNSHIP,4,0,0
,CEDAR TOWNSHIP,0,0,0
,BIG GROVE TOWNSHIP,4,0,0
,JEFFERSON EAST/SHUEYVILLE,1,0,0
,IOWA CITY 11,0,0,0
,CORALVILLE 01,0,0,0
,IOWA CITY 20,8,0,0
,IOWA CITY 19,0,0,0
,IOWA CITY 03,0,0,0
,IOWA CITY 12/EAST LUCAS SE,4,0,0
,IOWA CITY 05,0,0,0
,IOWA CITY 16,2,0,0
,IOWA CITY 02,4,0,0
,IOWA CITY 09,13,0,0
,CORALVILLE 03,4,0,0
,LIBERTY-PLEASANT VALLEY,0,0,0
,FREMONT-LINCOLN (INCLUDES,7,0,0
,WEST LUCAS TOWNSHIP,0,0,0
,HILLS,2,0,0
,OXFORD TOWNSHIP/OXFORD,0,0,0
,UNIVERSITY HEIGHTS,1,0,0
,SCOTT TWP-WEST BRANCH,0,0,0
,CLEAR CREEK/TIFFIN,1,0,0
,CORALVILLE 02,5,0,0
,NORTH LIBERTY 03 (PW),8,0,0
,NORTH LIBERTY 01,0,0,0
,IOWA CITY 08,1,0,0
,NORTH LIBERTY 02,2,0,0
,CORALVILLE 06,0,0,0
,CORALVILLE 07,0,0,0
,NORTH LIBERTY 05,8,7,0
,NORTH LIBERTY 04,0,0,0
,IOWA CITY 24,8,0,0
,CORALVILLE 05,3,0,0
,IOWA CITY 15,0,0,0
,IOWA CITY 13,0,0,0
,IOWA CITY 22,1,0,0
,IOWA CITY 14,3,0,0
,IOWA CITY 04,0,0,0
,IOWA CITY 06,8,0,0
,CORALVILLE 04,10,0,0
,IOWA CITY 10/ELSW,0,0,0
,IOWA CITY 01,10,0,0
,IOWA CITY 07,2,0,0
,NL06/MADISON /CCN,1,0,0
,Total,149,7,0
Jones,OX-OXFORD,0,0,0
,FV-FAIRVIEW,4,0,0
,ANS-ANAMOSA SOUTH/JACKSON,5,0,0
,GF-GREENFIELD,0,0,0
,RLWS-RICHLAND WASHINGTON,0,0,0
,SGMC-SC GRV/MADISON/CLAY,0,0,0
,MN2-MONTICELLO 2,0,0,0
,MN3-MONTICELLO 3,0,0,0
,MN4-MONTICELLO 4,0,0,0
,CGLW-CASTLE GRV/LOV/WAYN,4,0,0
,MN1-MONTICELLO 1,0,0,0
,ANN-ANAMOSA NORTH/CASS,1,0,0
,ROHA-ROME/HALE,0,0,0
,Total,14,0,0
Keokuk,Lafayette/Clear Creek,0,0,0
,English River/Liberty,0,0,0
,Sigourney 4th Ward,0,0,0
,Sigourney 3rd Ward,0,0,0
,Sigourney 1st Ward,0,0,0
,Jackson,0,0,0
,Warren,0,0,0
,Richland,0,0,0
,Sigourney/Plank/Van Buren,0,0,0
,Adams,0,0,0
,Sigourney 2nd Ward,0,0,0
,Benton/Steady Run,0,0,0
,Prairie,0,0,0
,What Cheer/Washington,0,0,0
,Total,0,0,0
Kossuth,AL3,0,0,0
,AL1,0,0,0
,HB- LY- LN- SF,0,0,0
,BT- FT- UN,2,0,0
,IV- PC,0,0,0
,LC,0,0,0
,UN,0,0,0
,AL4,2,0,0
,GF- WM,2,0,0
,EG- GT- HS- SW,0,0,0
,PC,2,2,0
,CR- IV- RV,2,0,0
,AL2,0,0,0
,GW- SN,0,0,0
,LV- SM,0,0,0
,GM- RM,0,0,0
,BF- PT,0,0,0
,Total,10,2,0
Lee,Fort Madison 5,2,0,0
,Keokuk 2,2,0,0
,Montrose,0,0,0
,Franklin/Cedar/Marion/Harison,5,0,0
,Fort Madison 2,0,0,0
,Charleston/DSM/Van Buren,0,0,0
,Keokuk 1,3,0,0
,Keokuk 3,0,0,0
,Jefferson,0,0,0
,Keokuk 4,1,0,0
,Keokuk 5,5,0,0
,Keokuk 7,0,0,0
,Green Bay/Washington,0,0,0
,Keokuk 6,0,0,0
,Fort Madison 4,0,0,0
,Fort Madison 1,0,0,0
,Total,18,0,0
Linn,Linn,0,0,0
,Marion township,0,0,0
,Robins,0,0,0
,College,2,0,0
,Monroe 1,4,0,0
,Cedar Rapids 11,4,0,0
,Monroe 2,0,0,0
,Boulder,0,0,0
,Spring Grove,1,1,0
,Fayette,0,0,0
,Marion 14,5,0,0
,Fairfax Township,3,0,0
,Hiawatha4,0,0,0
,Otter Creek,1,0,0
,Grant,1,0,0
,Clinton,0,0,0
,Buffalo,0,0,0
,Cedar Rapids 21,0,0,0
,Mount Vernon South,3,0,0
,Cedar Rapids 34,3,0,0
,Cedar Rapids 38,4,0,0
,Cedar Rapids 26,4,0,0
,Cedar Rapids 17,2,0,0
,Cedar Rapids 33,0,0,0
,Cedar Rapids 13,2,0,0
,Cedar Rapids 06,1,0,0
,Marion 06,0,0,0
,Franklin,14,0,0
,Marion 05,6,0,0
,Marion 01,0,0,0
,Cedar Rapids 29,1,0,0
,Cedar Rapids 10,0,0,0
,Hiawatha 1,8,0,0
,Cedar Rapids 37,0,0,0
,Cedar Rapids 20,4,0,0
,Cedar Rapids 02,4,0,0
,Cedar Rapids 05,0,0,0
,Cedar Rapids 35,2,0,0
,Marion 08,5,0,0
,Marion 13,4,0,0
,Cedar Rapids 08,7,0,0
,Cedar Rapids 36,9,0,0
,Cedar Rapids 32,0,0,0
,Cedar Rapids 42,0,0,0
,Hiawatha 2,2,0,0
,Cedar Rapids 09,3,0,0
,Marion 10,1,0,0
,Marion 09,0,0,0
,Cedar Rapids 22,0,0,0
,Cedar Rapids 16,0,0,0
,Cedar Rapids 41,0,0,0
,Cedar Rapids 27,6,0,0
,Cedar Rapids 01,0,0,0
,Marion 03,0,0,0
,Cedar Rapids 39,2,0,0
,Cedar Rapids 19,6,0,0
,Marion 11,3,3,0
,Cedar Rapids 15,0,0,0
,Fairfax City,0,0,0
,Bertram,14,0,0
,Cedar Rapids 40,4,0,0
,Cedar Rapids 03,1,0,0
,Marion 12,0,0,0
,Putnam,2,0,0
,Washington,0,0,0
,Cedar Rapids 14,3,0,0
,Cedar Rapids 44,0,0,0
,Mount Vernon north,5,0,0
,Brown,3,0,0
,Cedar Rapids 43,0,0,0
,Cedar Rapids 04,0,0,0
,Cedar Rapids 18,2,0,0
,Maine,5,0,0
,Marion 02,0,0,0
,Marion 04,0,0,0
,Total,166,4,0
Louisa,Columbus Junction,0,0,0
,Southeast Louisa,8,0,0
,Grandview-Port Louisa,0,0,0
,West Louisa,0,0,0
,Morning Sun - Marshall,0,0,0
,Total,8,0,0
Lucas,Chariton Precinct 1,0,0,0
,Lucas-Extension Office Precinct,5,5,0.0727
,Williamson,2,2,0.0727
,City of Russell- Cedar and Washington Townships,0,0,0
,Pine Oak Marsh,0,0,0
,Lucas,1,0,0
,Total,8,7,0.1454
Lyon,PCT 1 GEORGE,0,0,0
,PCT 4 LARCHWOOD,0,0,0
,PCT 2 DOON,0,0,0
,PCT 5 LESTER,0,0,0
,PCT 6 LITTLE ROCK,0,0,0
,PCT 3 INWOOD,0,0,0
,Total,0,0,0
Madison,Union-Crawford-Scott,0,0,0
,Grand River-Monroe-Webster,0,0,0
,Jackson-Douglas-Lincoln,9,0,0
,South,3,0,0
,Jefferson-Lee,1,0,0
,Walnut-Ohio,4,0,0
,Winterset 1,4,0,0
,Penn-Madison,0,0,0
,Winterset 2,0,0,0
