County,Precinct,First Expression,Final Expression,SDE
,Cedar Orange,2,0,0
,WL 2-1,0,0,0
,WL 2-6,9,0,0
,CF W5 P1,14,0,0
,WL 5-5,0,0,0
,WL 3-2,0,0,0
,WL 3-3,7,8,0.2020
,CF W2 P1,8,0,0
,Poyner P2 Fox Gilbert Jesup,7,0,0
,Poyner P1 & East Wloo,3,0,0
,Barclay Lester Dunkerton,0,0,0
,Evansdale W4,4,0,0
,WL 4-3,7,7,0.2020
,Evansdale W2,0,0,0
,Mt Vernon,0,0,0
,WL 1-6,2,0,0
,Evansdale W1,0,0,0
,WL 2-5,5,0,0
,WL 5-6,9,0,0
,WL 1-2,5,0,0
,CF W2 P3,11,0,0
,CF W3 P3,4,0,0
,WL 5-2,6,0,0
,Total,180,16,0.4040
Boone,Madrid 2nd Ward,0,0,0
,Rural Precinct 6,10,0,0
,Boone 1st Ward,8,0,0
,Madrid 3rd Ward,3,0,0
,Rural Precinct 4,6,0,0
,Ogden,2,0,0
,Rural Precinct 2,2,0,0
,Boone 3rd Ward,19,11,0
,Madrid 1st Ward,6,0,0
,Rural Precinct 1,4,2,0
,Boone 2nd Ward,8,1,0
,Boone 5th Ward,3,0,0
,Rural Precinct 5,0,0,0
,Rural Precinct 3,0,0,0
,Total,71,14,0
Bremer,WAVERLY WARD III,7,0,0
,CITY OF TRIPOLI/FREMONT,4,0,0
,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,6,0,0
,WAVERLY WARD IV,10,0,0
,WAVERLY WARD I/E WASHINGTON TWP,0,0,0
,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,2,0,0
,CITY OF JANESVILLE/JACKSON TWP,1,1,0
,WAVERLY WARD V/W WASHINGTON TWP,8,0,0
,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,0,0,0
,CITY OF DENVER/JEFFERSON TWP,5,0,0
,LAFAYETTE TWP/WARREN TWPS,0,0,0
,Total,43,1,0
Buchanan,Jesup,17,17,0.2737
,Winthrop,0,0,0
,Middlefield-Newton,2,0,0
,Perry-Westburg,1,0,0
,Independence 1st Ward,6,0,0
,Quasqueton,12,13,0.1368
,Independence 4th Ward,3,0,0
,Brandon,0,0,0
,Rowley,0,0,0
,Aurora,0,0,0
,Fairbank,1,0,0
,Total,42,30,0.4105
Buena Vista,ALTA NOKOMIS ELK,15,15,0.2000
,STORM LAKE 01,7,7,0.2000
,STORM LAKE 02,2,0,0
,STORM LAKE 04,14,0,0
,NEWELL NEWELL PROVIDENCE,7,0,0
,SRL;LGB;RELS;MAP,3,0,0
,Total,48,22,0.4000
Butler,5-AP,1,0,0
,2-CL,0,0,0
,4-AL,6,8,0.1167
,6-SR,0,0,0
,8-NH,4,0,0
,1-GR,0,0,0
,3-DU,0,0,0
,7-PB,3,2,0
,Total,14,10,0.1167
Calhoun,Sherman,2,0,0
,Greenfield & Lincoln 2,0,0,0
,Center- Logan- TL- GA- L,1,0,0
,Cedar,0,0,0
,Rockwell City,0,0,0
,Reading,0,0,0
,Butler- Williams,0,0,0
,Calhoun- Jackson- EG- LK,0,0,0
,Lincoln 1,1,0,0
,Total,4,0,0
Carroll,Glidden-Richland,0,0,0
,Union,1,0,0
,Carroll Ward Three &amp; S1/2 Maple River Twp,8,0,0
,Carroll Ward Four,0,0,0
,Wheatland-Kniest,3,5,0.1100
,Carroll Ward One,2,0,0
,Eden,0,0,0
,Ewoldt,0,0,0
,Pleasant Valley-Newton,0,0,0
,Sheridan-Grant-Jasper,0,0,0
,Total,14,5,0.1100
Cass,Atlantic 3,3,0,0
,Noble- Pleasant Twp/Griswold,1,0,0
,Brighton- Grove- Pymosa- Washington Twp/Marne,2,0,0
,Enda- Victoria Twp,0,0,0
,Benton- Franklin Twp/Wiota,0,0,0
,Bear Grove- Cass Twp/Lewis,0,0,0
,Massena Twp/Massena City,0,0,0
,Atlantic 4,1,0,0
,Grant- Lincoln Twp/Anita,0,0,0
,Union Twp/Cumberland,0,0,0
,Atlantic 1,0,0,0
,Total,7,0,0
Cedar,WEST BRANCH 1,0,0,0
,CASS/CENTER/IOWA/ROCHESTER,2,0,0
,FARMINGTON/SUGAR CREEK,2,0,0
,MASSILLON/SPRINGFIELD,0,0,0
,LINN/PIONEER,0,0,0
,GOWER/SPRINGDALE,3,0,0
,FREMONT/RED OAK,0,0,0
,DAYTON/FAIRFIELD,0,0,0
,TIPTON 3,5,0,0
,TIPTON 2,2,0,0
,Total,14,0,0
Cerro Gordo,Clear Lake - Grant - Union,3,0,0
,Mason City W-1 P-1,13,15,0.1771
,Mason City W-3 P-1,8,0,0
,Mason City W-4 P-2,4,0,0
,Mason City W-3 P-3,10,0,0
,Clear Lake - Ward 2,4,0,0
,Clear Lake - Ward 1,6,0,0
,Geneseo Twp Pct,2,0,0
,Mason City W-3 P-2,9,0,0
,Mason City W-4 P-3,7,0,0
,Clear Lake - Ward 3,5,0,0
,Mason City W-1 P-2,11,0,0
,Grimes - Thornton Pct,1,1,0
,Mason City W-2 P-2,13,0,0
,Mason City W-1 P-3,2,0,0
,Portland - Owen - Dougherty,0,0,0
,Lime Creek / Mason N Twps,2,0,0
,Lake / Lincoln Twps Pct,0,0,0
,Mt Vernon - Pl Valley Twps,0,0,0
,Total,100,16,0.1771
Cherokee,#1 Aurelia,2,0,0
,#3 Quimby,0,0,0
,#5 Cherokee Ward 1,8,11,0.2182
,Total,10,11,0.2182
Chickasaw,New Hampton Rural,0,0,0
,Washington 1 Township,1,0,0
,Jacksonville-Utica,0,0,0
,Chickasaw,0,0,0
,Bradford,0,0,0
,Dresden-Fredericksburg,4,0,0
,Stapleton,0,0,0
,Deerfield-Washington 2,0,0,0
,City of New Hampton Ward One,1,0,0
,City of New Hampton Ward Two,0,0,0
,Total,6,0,0
Clarke,Woodburn Precinct,0,0,0
,Middle Precinct,0,0,0
,Osceola 1st Ward Precinct,6,6,0.0800
,North East Precinct,1,1,0
,Osceola 3rd Ward Precinct,9,12,0.1600
,Osceola 2nd Ward Precinct,6,7,0.0800
,Total,22,26,0.3200
Clay,Spencer Ward 3,1,0,0
,Spencer Ward 5,0,0,0
,Spencer Ward 4,7,0,0
,Lincoln-Clay,4,4,0.0941
,Spencer Ward 1,2,0,0
,Spencer Ward 2,4,0,0
,Garfield-Herdland,0,0,0
,Logan-Gillett Grove,0,0,0
,Summit-Riverton-Sioux-Meadow,2,2,0
,Total,20,6,0.0941
Clayton,BUENA VISTA,0,0,0
,COX CREEK-SPERRY,0,0,0
,READ,0,0,0
,LODOMILLO,0,0,0
,BOARDMAN-HIGHLAND,2,0,0
,MENDON,0,0,0
,JEFFERSON-MILLVILLE,0,0,0
,CASS,0,0,0
,ELK-MALLORY-VOLGA,0,0,0
,GIARD-LUANA-MONONA,1,0,0
,FARMERSBURG-WAGNER,0,0,0
,Total,3,0,0
Clinton,ORANGE GRAND MOUND,0,0,0
,SPRING ROCK WHEATLAND,0,0,0
,CLINTON 4-2,9,0,0
,CLINTON 3-2,6,0,0
,WELTON WASHINGTON WELTON,1,0,0
,CLINTON 1-2,5,0,0
,CENTER TWP,1,0,0
,CLINTON 2-2,14,0,0
,CLINTON 3-1,3,0,0
,LIBERTY TORONTO,0,0,0
,WATERFORD CHARLOTTE,2,0,0
,SHARON LOST NATION,0,0,0
,LOW MOOR,0,0,0
,EDEN CAMANCHE TWP,0,0,0
,OLIVE GRANT CALAMUS,0,0,0
,DEEP CREEK GOOSE LAKE,0,0,0
,BLOOMFIELD BROOKFIELD DEL,0,0,0
,CLINTON 1-1,9,10,0.2214
,CLINTON 4-1,10,0,0
,CAMANCHE 2,3,0,0
,CLINTON 2-1,8,8,0
,DEWITT 1,4,0,0
,CAMANCHE 1,4,0,0
,DEWITT 2,9,0,0
,Total,88,18,0.2214
Crawford,SRK,0,0,0
,Southeast,1,0,0
,Denison Ward 1,16,16,0.1500
,Denison Ward 3-Goodrich Twp,4,0,0
,Northeast,1,0,0
,Total,22,16,0.1500
Dallas,WEST DES MOINES 221,17,0,0
,WEST DES MOINES 225,20,0,0
,WEST DES MOINES 223,14,0,0
,CLIVE 5,13,0,0
,DESOTO,6,6,0
,WAUKEE 4,29,0,0
,SPRING VALLEY / DALLAS,6,6,0
,UNION,5,0,0
,WEST DES MOINES 224,1,1,0
,PERRY 2,3,0,0
,URBANDALE 15,7,7,0
,LINCOLN /WASHINGTON /LINN,1,1,0
,URBANDALE 14,0,0,0
,WAUKEE 5,26,26,0
,ADEL 1,6,0,0
,ADAMS,1,0,0
,BEAVER / DES MOINES,5,0,0
,URBANDALE 13,0,0,0
,ADEL 2,0,0,0
,WEST DES MOINES 222,0,0,0
,CLIVE 6,15,0,0
,WAUKEE 1,0,0,0
,WEST DES MOINES 226,4,0,0
,WEST DES MOINES 321,30,0,0
,PERRY 1,7,0,0
,VAN METER,13,1,0
,WAUKEE 6,11,0,0
,WAUKEE 3,0,0,0
,WAUKEE 2,31,0,0
,Total,271,48,0
Davis,Bloomfield Ward 1,0,0,0
,Bloomfield Ward 2,0,0,0
,Central,0,0,0
,Southwest,0,0,0
,Northwest,0,0,0
,Southeast,0,0,0
,Northeast,0,0,0
,Total,0,0,0
Decatur,GG/HP/WE/Garden Grove/LeRoy,0,0,0
,BL/FA/Lamoni,9,0,0
,FR/LC/Van Wert/Weldon,1,0,0
,GR/RL/Grand River,0,0,0
,BU/HA/MO/NB/Davis City/Pleasanton,0,0,0
,Total,10,0,0
Delaware,South Fork/Union,0,0,0
,Delaware,0,0,0
,Delhi/Delaware Corp,0,0,0
,Oneida/N Fork/Bremen,0,0,0
,Manchester Ward 2,0,0,0
,Manchester Ward 3,0,0,0
,Milo/Prairie,0,0,0
,Colony,0,0,0
,Manchester Ward 1,0,0,0
,Adams/Hazel Green,0,0,0
,Total,0,0,0
Des Moines,PCT PW,0,0,0
,PCT HJ,1,0,0
,PCT MY,2,0,0
,PCT FM,2,0,0
,PCT 9,6,0,0
,PCT 6,12,14,0.3600
,PCT UNION,0,0,0
,PCT WB,6,0,0
,PCT 8,9,0,0
,PCT 2,8,0,0
,PCT 7,3,0,0
,PCT 4,16,18,0.3600
,Total,65,32,0.7200
Dickinson,Precinct No. 14,0,0,0
,Precinct No. 04,1,0,0
,Precinct No. 12,1,0,0
,Precinct No. 03,0,0,0
,Precinct No. 02,0,0,0
,Precinct No. 06,0,0,0
,Precinct No. 09,0,0,0
,Precinct No. 07,0,0,0
,Precinct No. 08,0,0,0
,Precinct No. 11,4,0,0
,Precinct No. 13,2,0,0
,Precinct No. 01,3,0,0
,Total,11,0,0
Dubuque,Dubuque_10,8,0,0
,Dubuque_01,7,0,0
,Dubuque_33,6,0,0
,Dubuque_04,8,0,0
,Dubuque_19,13,0,0
,Dubuque_11,5,5,0
,Dubuque_09a,26,0,0
,Dubuque_32,7,0,0
,Dubuque_16,19,21,0.2667
,Dubuque_05,4,0,0
,Dubuque_12,2,0,0
,Dubuque_06,11,0,0
,Dubuque_08,1,0,0
,Dubuque_43,1,1,0
,Dubuque_17,4,0,0
,Dubuque_18,21,0,0
,Dubuque_13,10,0,0
,Dubuque_41,1,0,0
,Dubuque_35,0,0,0
,Dubuque_37,0,0,0
,Dubuque_42,0,0,0
,Dubuque_44,0,0,0
,Total,154,27,0.2667
Emmet,Estherville Ward 3,5,0,0
,HL-TM-Wallingford,0,0,0
,EL-LN-Dolliver,0,0,0
,Estherville Ward 2,0,0,0
,AG-IL-Armstrong,0,0,0
,Estherville Ward 5,0,0,0
,Estherville Ward 4,0,0,0
,Estherville Ward 1,0,0,0
,Total,5,0,0
Fayette,FAIRFIELD-PUTNAM TWP,0,0,0
,ILLYRIA TWP,0,0,0
,BANKS-FREMONT TWP,2,0,0
,DOVER TWP,2,0,0
,WEST UNION - WARD 1,6,7,0.1200
,HARLAN TWP,0,0,0
,ORAN TWP,0,0,0
,JEFFERSON TWP,0,0,0
,FAIRBANK INC,3,0,0
,WEST UNION - WARD 3,2,0,0
,SCOTT TWP,0,0,0
,WEST UNION - WARD 2,0,0,0
,EDEN TWP,0,0,0
,PLEASANT VALLEY TWP,1,0,0
,CLERMONT TWP,0,0,0
,OELWEIN - WARD 2,3,0,0
,WESTFIELD TWP,4,0,0
,OELWEIN - WARD 3,3,0,0
,OELWEIN - WARD 4,2,0,0
,Total,28,7,0.1200
Floyd,Floyd-Cedar-Niles,3,0,0
,St Charles-Riverton,0,0,0
,Scott-Union-Pleasant Grove,2,0,0
,Charles City Corp/CC2,1,0,0
,Rock Grove-Rudd,6,0,0
,Charles City Corp/CC1,0,0,0
,Charles City Corp/CC3,9,0,0
,Total,21,0,0
Franklin,RICHLAND/ ROSS/ WEST FORK,2,0,0
,OAKLAND/ MORGAN,2,0,0
,MARION,0,0,0
,WEST MOTT TOWNSHIP,0,0,0
,HAMILTON/ LEE/ REEVE,0,0,0
,HAMPTON 2,0,0,0
,GRANT/ OSCEOLA,0,0,0
,GENEVA/ INGHAM/ EAST MOTT,3,3,0.0556
,HAMPTON 1,0,0,0
,HAMPTON 3,0,0,0
,HAMPTON 4,0,0,0
,Total,7,3,0.0556
Fremont,Farragut,0,0,0
,Riverton,0,0,0
,Sidney,1,0,0
,Green Riverside Scott,0,0,0
,Total,1,0,0
Greene,West Precinct,3,0,0
,Central Precinct,5,2,0
,North Precinct,1,0,0
,Jefferson 1 Precinct,0,0,0
,Jefferson 2 Precinct,3,0,0
,East Precinct,1,0,0
,Jefferson 3 Precinct,2,0,0
,Total,15,2,0
Grundy,PRECINCT 3,1,0,0
,PRECINCT 1,0,0,0
,PRECINCT 6,1,0,0
,PRECINCT 2,3,0,0
,PRECINCT 4,4,6,0.1000
,Total,9,6,0.1000
Guthrie,Black,0,0,0
,Red,0,0,0
,Purple,7,29,0.4286
,Blue,5,0,0
,Brown,0,0,0
,Green,1,0,0
,Total,13,29,0.4286
Hamilton,PCT 1 CASS FREEDOM FREMONT INDEPENDENCE,0,0,0
,PCT 2 BLAIRSBURG LIBERTY WILLIAMS,0,0,0
,PCT 4 LYON ELLSWORTH,0,0,0
,Webster City 3,0,0,0
,Webster City 2,3,0,0
,Webster City 1,0,0,0
,PCT 3 CLEAR LAKE HAMILTON MARION WEBSTER,0,0,0
,PCT 5 LINCOLN ROSE GROVE SCOTT,1,0,0
,Total,4,0,0
Hancock,Precinct 04,0,0,0
,Precinct 02,0,0,0
,Precinct 08,2,0,0
,Precinct 03,0,0,0
,Precinct 06,0,0,0
,Precinct 10,0,0,0
,Precinct 07,1,0,0
,Precinct 09,2,0,0
,Precinct 01,5,0,0
,Total,10,0,0
Hardin,Eldora City,0,0,0
,Alden/Buckeye,0,0,0
,Etna/Clay,0,0,0
,Iowa Falls #1,5,0,0
,Concord/Sherman/Grant/Tip,4,0,0
,Eldora/Pleasant/Prov/Unio,2,0,0
,Hardin/Ellis/Jackson,1,0,0
,Total,12,0,0
Harrison,Precinct #08-Modale,0,0,0
,Precinct #01-Little Sioux,0,0,0
,Precinct #06-Boyer/Lincoln,0,0,0
,Precinct #05-Magnolia,0,0,0
,Precinct #13-Persia,0,0,0
,Precinct #03-Dunlap,3,0,0
,Precinct #11 - St. John,7,0,0
,Precinct #02-Pisgah,0,0,0
,Precinct #10 - Logan,2,0,0
,Precinct #04-Mondamin,1,0,0
,Total,13,0,0
Henry,Southwest Precinct,3,0,0
,Mt. Pleasant Ward 1,12,17,0.2667
,Northeast Precinct,8,9,0.2000
,Northwest Precinct,13,13,0.1333
,Mt. Pleasant Ward 2,12,12,0.2000
,Central Precinct,12,0,0
,Mt. Pleasant Ward 3,2,0,0
,Total,62,51,0.8000
Howard,Albion/Forest City,5,5,0
,Cresco 2,7,0,0
,Afton/Howard/Paris,2,0,0
,Jamestown/Oakdale,1,0,0
,Cresco 3,8,12,0.1429
,Saratoga/Howard Ctr/Chest,4,5,0.1429
,New Oregon,2,0,0
,Vernon Springs,2,0,0
,Total,31,22,0.2858
Humboldt,Humboldt 2-Beaver-South Norway,2,0,0
,Dakota City-Grove,0,0,0
,Delana-Wacousta-North Rutland,0,0,0
,Humboldt 3-South Rutland,0,0,0
,North Lake-East Vernon,0,0,0
,Humboldt 1-Corinth-South Weaver,0,0,0
,South Lake-North Norway,1,1,0
,Total,3,1,0
Ida,City of Holstein,1,0,0
,Ida Grove Ward 1,0,0,0
,Ida Grove Ward 3,0,0,0
,Ida Grove Ward 2,0,0,0
,City of Arthur,0,0,0
,City of Battle Creek & Grant Township,0,0,0
,Total,1,0,0
Iowa,English II,1,0,0
,Honey Creek/Marengo Rural,0,0,0
,Dayton/English I,0,0,0
,Lenox/Iowa,0,0,0
,Williamsburg,6,0,0
,Marengo City,2,0,0
,Fillmore/Greene,1,0,0
,Hilton/Washington,6,0,0
,Pilot/Troy/York,1,0,0
,Hartford I/Sumner,1,0,0
,Hartford II/Lincoln,3,0,0
,Total,21,0,0
Jackson,Jackson 01,0,0,0
,Jackson 02,0,0,0
,Jackson 08,0,0,0
,Jackson 05,0,0,0
,Jackson 16,2,0,0
,Jackson 11,0,0,0
,Jackson 15,1,0,0
,Jackson 07,0,0,0
,Jackson 06,0,0,0
,Jackson 14,0,0,0
,Jackson 13,3,0,0
,Jackson 12,0,0,0
,Jackson 09,0,0,0
,Total,6,0,0
Jasper,Newton 3-1,2,0,0
,Colfax Ward 1,7,8,0.1150
,Newton 2-2,2,0,0
,Newton 2-1,2,0,0
,Indep/Malaka/Mariposa,9,0,0
,Clear Creek/Poweshiek,0,0,0
,Newton 3-2,5,10,0.2300
,Colfax Ward 3,3,5,0.1150
,Palo Alto,9,10,0.1150
,Mound Prairie/Washington,4,0,0
,Fairview,4,0,0
,Newton 4-1,5,0,0
,Newton 1-2,0,0,0
,Newton 1-1,1,0,0
,Des Moines,3,0,0
,HG/K/RC/BV/RL,5,0,0
,Total,61,33,0.5750
Jefferson,Fairfield 1st Ward,19,0,0
,Fairfield 3rd Ward,4,0,0
,Blackhawk-Polk-Packwood,0,0,0
,Center-Cedar-Maharishi Vedic City,12,0,0
,Fairfield 4th Ward,36,0,0
,Fairfield 5th Ward,12,0,0
,Fairfield 2nd Ward,37,0,0
,Des Moines-Liberty-Libertyville,1,0,0
,Total,121,0,0
Johnson,IOWA CITY 21,45,8,0
,IOWA CITY 18,49,3,0
,GRAHAM TOWNSHIP,2,0,0
,HARDIN TOWNSHIP,0,0,0
,NEWPORT TOWNSHIP,21,0,0
,PENN/ EAST LUCAS NORTH,20,0,0
,UNION TOWNSHIP,4,0,0
,CEDAR TOWNSHIP,0,0,0
,BIG GROVE TOWNSHIP,3,0,0
,JEFFERSON EAST/SHUEYVILLE,8,0,0
,IOWA CITY 11,59,0,0
,CORALVILLE 01,35,0,0
,IOWA CITY 20,66,0,0
,IOWA CITY 19,52,0,0
,IOWA CITY 03,59,0,0
,IOWA CITY 12/EAST LUCAS SE,11,0,0
,IOWA CITY 05,98,0,0
,IOWA CITY 16,17,0,0
,IOWA CITY 02,25,0,0
,IOWA CITY 09,21,0,0
,CORALVILLE 03,17,0,0
,LIBERTY-PLEASANT VALLEY,5,0,0
,FREMONT-LINCOLN (INCLUDES,2,0,0
,WEST LUCAS TOWNSHIP,7,1,0
,HILLS,2,0,0
,OXFORD TOWNSHIP/OXFORD,0,0,0
,UNIVERSITY HEIGHTS,11,0,0
,SCOTT TWP-WEST BRANCH,11,0,0
,CLEAR CREEK/TIFFIN,18,0,0
,CORALVILLE 02,30,0,0
,NORTH LIBERTY 03 (PW),32,0,0
,NORTH LIBERTY 01,7,0,0
,IOWA CITY 08,48,0,0
,NORTH LIBERTY 02,18,0,0
,CORALVILLE 06,24,0,0
,CORALVILLE 07,29,0,0
,NORTH LIBERTY 05,14,0,0
,NORTH LIBERTY 04,10,0,0
,IOWA CITY 24,23,0,0
,CORALVILLE 05,17,0,0
,IOWA CITY 15,21,0,0
,IOWA CITY 13,42,0,0
,IOWA CITY 22,20,0,0
,IOWA CITY 14,22,0,0
,IOWA CITY 04,38,0,0
,IOWA CITY 06,6,0,0
,CORALVILLE 04,16,0,0
,IOWA CITY 10/ELSW,21,0,0
,IOWA CITY 01,15,0,0
,IOWA CITY 07,45,0,0
,NL06/MADISON /CCN,16,0,0
,Total,"1,182",12,0
Jones,OX-OXFORD,0,0,0
,FV-FAIRVIEW,2,0,0
,ANS-ANAMOSA SOUTH/JACKSON,4,0,0
,GF-GREENFIELD,0,0,0
,RLWS-RICHLAND WASHINGTON,0,0,0
,SGMC-SC GRV/MADISON/CLAY,0,0,0
,MN2-MONTICELLO 2,0,0,0
,MN3-MONTICELLO 3,0,0,0
,MN4-MONTICELLO 4,3,0,0
,CGLW-CASTLE GRV/LOV/WAYN,2,0,0
,MN1-MONTICELLO 1,0,0,0
,ANN-ANAMOSA NORTH/CASS,2,0,0
,ROHA-ROME/HALE,0,0,0
,Total,13,0,0
Keokuk,Lafayette/Clear Creek,1,0,0
,English River/Liberty,0,0,0
,Sigourney 4th Ward,0,0,0
,Sigourney 3rd Ward,2,0,0
,Sigourney 1st Ward,0,0,0
,Jackson,0,0,0
,Warren,6,6,0.1143
,Richland,0,0,0
,Sigourney/Plank/Van Buren,0,0,0
,Adams,0,0,0
,Sigourney 2nd Ward,0,0,0
,Benton/Steady Run,0,0,0
,Prairie,0,0,0
,What Cheer/Washington,0,0,0
,Total,9,6,0.1143
Kossuth,AL3,0,0,0
,AL1,0,0,0
,HB- LY- LN- SF,1,0,0
,BT- FT- UN,0,0,0
,IV- PC,0,0,0
,LC,0,0,0
,UN,0,0,0
,AL4,3,0,0
,GF- WM,0,0,0
,EG- GT- HS- SW,0,0,0
,PC,0,0,0
,CR- IV- RV,0,0,0
,AL2,0,0,0
,GW- SN,0,0,0
,LV- SM,0,0,0
,GM- RM,0,0,0
,BF- PT,0,0,0
,Total,4,0,0
Lee,Fort Madison 5,10,0,0
,Keokuk 2,1,0,0
,Montrose,6,4,0
,Franklin/Cedar/Marion/Harison,0,0,0
,Fort Madison 2,0,0,0
,Charleston/DSM/Van Buren,6,8,0.1400
,Keokuk 1,13,16,0.1400
,Keokuk 3,0,0,0
,Jefferson,0,0,0
,Keokuk 4,0,0,0
,Keokuk 5,4,1,0
,Keokuk 7,8,0,0
,Green Bay/Washington,0,0,0
,Keokuk 6,1,0,0
,Fort Madison 4,11,11,0.2800
,Fort Madison 1,1,0,0
,Total,61,40,0.5600
Linn,Linn,2,0,0
,Marion township,1,0,0
,Robins,1,0,0
,College,1,0,0
,Monroe 1,0,0,0
,Cedar Rapids 11,21,0,0
,Monroe 2,5,0,0
,Boulder,0,0,0
,Spring Grove,0,0,0
,Fayette,2,0,0
,Marion 14,5,0,0
,Fairfax Township,2,0,0
,Hiawatha4,1,1,0
,Otter Creek,0,0,0
,Grant,2,0,0
,Clinton,3,0,0
,Buffalo,1,1,0
,Cedar Rapids 21,6,0,0
,Mount Vernon South,15,0,0
,Cedar Rapids 34,5,0,0
,Cedar Rapids 38,6,0,0
,Cedar Rapids 26,31,5,0
,Cedar Rapids 17,5,0,0
,Cedar Rapids 33,6,0,0
,Cedar Rapids 13,11,1,0
,Cedar Rapids 06,19,0,0
,Marion 06,8,0,0
,Franklin,26,0,0
,Marion 05,11,0,0
,Marion 01,9,9,0
,Cedar Rapids 29,4,0,0
,Cedar Rapids 10,1,0,0
,Hiawatha 1,2,0,0
,Cedar Rapids 37,6,0,0
,Cedar Rapids 20,5,0,0
,Cedar Rapids 02,8,0,0
,Cedar Rapids 05,12,0,0
,Cedar Rapids 35,10,0,0
,Marion 08,8,0,0
,Marion 13,4,0,0
,Cedar Rapids 08,10,0,0
,Cedar Rapids 36,13,0,0
,Cedar Rapids 32,5,0,0
,Cedar Rapids 42,17,0,0
,Hiawatha 2,2,0,0
,Cedar Rapids 09,14,0,0
,Marion 10,7,0,0
,Marion 09,8,0,0
,Cedar Rapids 22,21,0,0
,Cedar Rapids 16,14,0,0
,Cedar Rapids 41,10,0,0
,Cedar Rapids 27,5,0,0
,Cedar Rapids 01,8,0,0
,Marion 03,2,0,0
,Cedar Rapids 39,5,0,0
,Cedar Rapids 19,6,0,0
,Marion 11,14,0,0
,Cedar Rapids 15,5,0,0
,Fairfax City,5,0,0
,Bertram,16,0,0
,Cedar Rapids 40,4,0,0
,Cedar Rapids 03,8,0,0
,Marion 12,9,0,0
,Putnam,15,0,0
,Washington,0,0,0
,Cedar Rapids 14,9,0,0
,Cedar Rapids 44,11,12,0.4395
,Mount Vernon north,5,0,0
,Brown,0,0,0
,Cedar Rapids 43,11,0,0
,Cedar Rapids 04,11,0,0
,Cedar Rapids 18,9,0,0
,Maine,3,0,0
,Marion 02,2,0,0
,Marion 04,10,0,0
,Total,559,29,0.4395
Louisa,Columbus Junction,0,0,0
,Southeast Louisa,29,36,0.6000
,Grandview-Port Louisa,6,0,0
,West Louisa,6,0,0
,Morning Sun - Marshall,6,6,0.1000
,Total,47,42,0.7000
Lucas,Chariton Precinct 1,0,0,0
,Lucas-Extension Office Precinct,4,4,0.0727
,Williamson,2,2,0.0727
,City of Russell- Cedar and Washington Townships,0,0,0
,Pine Oak Marsh,0,0,0
,Lucas,0,0,0
,Total,6,6,0.1454
Lyon,PCT 1 GEORGE,0,0,0
,PCT 4 LARCHWOOD,0,0,0
,PCT 2 DOON,0,0,0
,PCT 5 LESTER,0,0,0
,PCT 6 LITTLE ROCK,0,0,0
,PCT 3 INWOOD,0,0,0
,Total,0,0,0
Madison,Union-Crawford-Scott,0,0,0
,Grand River-Monroe-Webster,0,0,0
